Date,Product,Region,Units_Sold,Revenue,Profit
2026-03-10,Laminate Classic,East,24,27521,5753
2025-02-09,MDF Board,East,42,61514,9489
2025-07-01,MDF Board,East,32,44150,11790
2026-02-03,Veneer Sheet,North,27,27186,9278
2025-06-28,Plywood Premium,West,44,100088,15143
2025-06-26,Laminate Classic,South,18,31070,5489
2025-05-10,MDF Board,East,39,51430,12583
2026-06-09,MDF Board,South,36,61608,13270
2026-01-14,Veneer Sheet,North,25,39348,7693
2026-03-04,Laminate Classic,East,28,37730,7482
2025-06-08,Plywood Premium,North,39,47339,15530
2025-03-17,Laminate Classic,East,25,36426,5895
2025-05-27,Plywood Premium,North,34,51847,13182
2025-07-25,Plywood Premium,West,50,76074,21149
2025-10-15,Plywood Premium,West,54,113056,30984
2026-08-31,Laminate Classic,East,18,25798,8430
2026-02-21,Laminate Classic,East,26,37309,5435
2026-01-22,MDF Board,South,33,57918,13809
2026-01-24,Plywood Premium,North,28,46638,13377
2026-01-03,Laminate Classic,South,28,31713,6828
2025-07-31,Veneer Sheet,North,35,36408,8620
2026-09-04,Laminate Classic,South,21,24376,6985
2025-11-05,MDF Board,East,32,47905,12757
2026-10-19,Laminate Classic,South,18,27464,8285
2026-06-23,Plywood Premium,West,48,85784,29136
2026-10-01,MDF Board,East,30,47066,13244
2027-01-01,Veneer Sheet,West,30,46819,10587
2026-01-24,MDF Board,South,48,42653,10737
2026-08-28,Veneer Sheet,West,19,47211,9159
2025-03-03,MDF Board,East,48,61403,10036
2026-03-29,Laminate Classic,East,19,28873,5628
2026-04-11,Plywood Premium,West,33,73029,19530
2025-11-09,MDF Board,South,43,68877,14482
2025-05-07,Laminate Classic,East,18,40411,5134
2025-10-22,Plywood Premium,North,24,71324,12898
2026-08-01,MDF Board,South,44,60708,11101
2026-11-01,Plywood Premium,North,25,53385,16883
2026-07-26,MDF Board,South,30,53362,9555
2026-05-14,Laminate Classic,South,21,25412,5564
2026-10-26,Veneer Sheet,West,35,38877,10098
2025-01-23,Plywood Premium,North,21,48792,16915
2025-04-25,MDF Board,East,35,38940,11340
2026-01-11,Plywood Premium,North,31,51293,10503
2026-09-10,Veneer Sheet,West,22,36767,6550
2027-01-01,Laminate Classic,East,15,38335,5672
2025-12-11,Veneer Sheet,North,26,44161,9251
2025-01-19,Laminate Classic,South,23,27048,5935
2025-12-05,Plywood Premium,North,27,69205,13066
2025-10-10,Plywood Premium,North,34,43622,10277
2026-11-29,Laminate Classic,East,21,26472,6400
2025-04-19,MDF Board,East,43,44201,9143
2026-09-21,MDF Board,South,32,42976,10632
2025-08-26,Plywood Premium,West,38,73764,23748
2026-04-07,Plywood Premium,North,35,48737,15636
2025-11-11,Laminate Classic,South,20,26028,5938
2025-02-28,Laminate Classic,East,28,36351,8643
2025-10-01,Laminate Classic,South,17,21850,7109
2025-08-04,Plywood Premium,North,23,54954,12141
2026-04-04,Laminate Classic,South,21,29863,7336
2025-08-22,Plywood Premium,West,56,102959,21233
2026-07-18,Veneer Sheet,North,21,40025,10869
2025-05-28,Laminate Classic,East,22,26878,7141
2025-10-30,MDF Board,South,34,45140,11000
2025-04-11,Plywood Premium,North,25,64509,13998
2025-12-01,MDF Board,South,34,61894,11750
2025-04-09,MDF Board,South,33,70538,12603
2026-09-24,Laminate Classic,South,20,29557,6963
2025-09-14,Veneer Sheet,North,28,40529,11114
2026-09-29,Veneer Sheet,North,33,41102,8904
2026-03-09,Laminate Classic,South,24,32208,5567
2026-02-11,MDF Board,East,29,52120,11654
2026-01-23,Plywood Premium,North,32,75458,14789
2025-02-18,Laminate Classic,South,18,31836,6555
2026-08-16,Laminate Classic,East,20,28831,7017
2025-06-28,Veneer Sheet,North,20,43429,8090
2025-04-30,Laminate Classic,South,15,27301,7900
2026-10-23,Plywood Premium,North,39,49758,12750
2025-07-16,Veneer Sheet,North,28,48362,7736
2026-08-18,Veneer Sheet,North,32,42414,6962
2025-08-11,Plywood Premium,West,35,66840,21506
2025-08-17,Plywood Premium,West,38,80036,24133
2026-06-18,Veneer Sheet,North,38,39767,8995
2026-11-29,Plywood Premium,North,32,64411,11339
2026-02-06,Plywood Premium,North,22,64983,11220
2026-01-17,MDF Board,East,38,46582,11299
2025-07-18,Laminate Classic,South,29,32893,7151
2026-12-06,MDF Board,South,27,72137,11602
2025-05-18,Veneer Sheet,North,32,41489,7512
2026-03-19,MDF Board,South,49,65147,9129
2025-02-15,Plywood Premium,North,22,65112,17456
2026-03-10,Plywood Premium,North,36,60354,15714
2026-06-27,Plywood Premium,West,33,100090,20161
2026-05-23,MDF Board,East,45,53712,12392
2025-03-19,Plywood Premium,North,41,55088,18541
2025-01-26,MDF Board,South,38,56163,12455
2025-08-02,MDF Board,East,37,65106,9612
2025-01-15,MDF Board,South,44,59827,12256
2025-02-20,MDF Board,South,48,67201,9716
2025-06-12,MDF Board,South,37,51440,15008
2026-06-23,Laminate Classic,East,28,30746,5267
2026-03-26,Plywood Premium,West,32,98884,19229
2025-08-03,MDF Board,South,27,49525,13408
2026-02-19,MDF Board,East,40,51296,12366
2026-07-23,Plywood Premium,West,34,93862,28654
2026-05-27,Laminate Classic,South,17,29027,8241
2026-11-21,MDF Board,East,39,69160,10839
2026-08-18,MDF Board,South,49,66516,12496
2025-02-15,Veneer Sheet,West,21,42304,8044
2026-12-21,Plywood Premium,North,38,67358,13183
2025-04-09,MDF Board,East,34,47712,8855
2026-02-14,Veneer Sheet,North,35,49229,10819
2025-03-29,MDF Board,East,38,43231,7725
2026-03-08,Laminate Classic,South,18,36287,5148
2025-04-28,Plywood Premium,North,36,69536,15375
2025-11-01,Laminate Classic,South,20,30750,7152
2026-04-16,Plywood Premium,North,34,69571,12714
2026-06-21,Veneer Sheet,North,32,46696,9351
2025-02-17,Veneer Sheet,West,32,39462,10507
2027-01-11,Laminate Classic,East,15,31230,7248
2025-05-18,Veneer Sheet,West,33,38204,9335
2026-04-23,MDF Board,South,30,69089,13160
2025-10-09,Veneer Sheet,West,25,45259,8023
2025-11-30,Veneer Sheet,North,34,48230,8476
2026-03-14,MDF Board,East,44,58347,8542
2025-08-09,Veneer Sheet,West,20,34368,10605
2025-01-31,Laminate Classic,South,16,25738,7132
2026-08-31,Plywood Premium,North,21,69636,11732
2025-04-23,Laminate Classic,East,21,41623,5911
2025-02-05,Plywood Premium,West,32,85970,24998
2025-12-02,Veneer Sheet,North,29,41004,5439
2026-07-25,Veneer Sheet,North,22,37374,11989
2026-11-26,Veneer Sheet,North,28,34559,8425
2026-09-16,MDF Board,South,36,60895,9344
2025-04-08,Plywood Premium,North,21,40397,12866
2026-09-17,Laminate Classic,South,17,25228,6847
2025-04-28,Laminate Classic,South,16,25804,4936
2026-05-19,Veneer Sheet,North,29,45615,9825
2025-11-03,Veneer Sheet,North,30,37756,7286
2025-07-06,MDF Board,South,42,65734,13565
2026-04-23,Veneer Sheet,North,34,47451,11114
2027-01-19,MDF Board,East,40,51584,15487
2026-06-24,Plywood Premium,North,20,45998,12102
2025-07-31,Veneer Sheet,West,18,38050,9862
2026-03-31,Plywood Premium,North,34,61691,11395
2025-05-28,MDF Board,South,50,58755,9377
2025-06-30,MDF Board,East,28,48761,11870
2025-10-17,Veneer Sheet,West,18,30192,6259
2026-10-21,Veneer Sheet,North,30,28896,5327
2026-10-26,MDF Board,South,31,45579,9983
2026-01-20,Laminate Classic,East,19,31437,9346
2026-10-09,Plywood Premium,West,56,118599,30530
2025-07-22,Plywood Premium,West,48,107595,29782
2026-01-07,Veneer Sheet,West,35,33429,8464
2026-06-18,Plywood Premium,West,43,72768,20728
2026-01-01,Veneer Sheet,West,22,42510,10558
2026-08-03,Laminate Classic,East,21,26406,7665
2026-01-09,MDF Board,East,41,42754,12039
2026-12-04,Plywood Premium,West,36,88853,22928
2026-11-22,Veneer Sheet,North,33,38668,11469
2026-04-25,Laminate Classic,East,20,35849,8065
2025-04-04,Veneer Sheet,North,19,30415,8935
2025-03-21,MDF Board,South,48,58761,16193
2026-11-19,Laminate Classic,South,23,35208,7009
2026-06-27,Laminate Classic,East,19,26739,7613
2026-09-22,Veneer Sheet,West,25,39877,7928
2025-04-12,MDF Board,East,25,65532,14614
2026-05-01,Plywood Premium,North,27,59693,17853
2026-04-27,Plywood Premium,West,56,90330,24494
2025-03-21,MDF Board,East,29,53435,13091
2026-06-29,Laminate Classic,South,24,32256,4969
2027-01-01,Plywood Premium,West,29,89150,22556
2026-11-06,Plywood Premium,West,44,86936,25305
2025-10-30,Veneer Sheet,West,35,46861,8551
2026-05-13,Veneer Sheet,West,32,39199,7216
2026-10-21,Veneer Sheet,North,20,47768,11263
2026-06-05,Plywood Premium,West,52,98987,21601
2026-12-07,MDF Board,East,22,53903,8945
2025-05-23,Veneer Sheet,North,27,42134,10546
2026-06-30,MDF Board,East,37,51042,8480
2025-10-31,Laminate Classic,South,26,36987,7367
2026-01-25,MDF Board,South,26,70112,13121
2025-11-27,Plywood Premium,West,54,83056,19653
2025-02-21,Veneer Sheet,North,24,30408,8334
2025-04-02,Laminate Classic,East,18,26652,5274
2026-06-07,Veneer Sheet,North,18,31610,8751
2025-10-24,Plywood Premium,North,38,69298,11947
2025-10-02,MDF Board,South,34,46872,13479
2026-01-09,Laminate Classic,South,15,29702,4988
2026-05-22,MDF Board,East,32,63487,11178
2026-03-08,Veneer Sheet,West,18,34692,6653
2026-05-02,Laminate Classic,East,26,26726,5744
2026-06-19,Veneer Sheet,North,35,46139,11637
2026-04-06,Laminate Classic,South,25,33037,5615
2025-07-09,Plywood Premium,West,43,82121,25533
2025-08-19,Plywood Premium,North,26,70554,11701
2026-08-31,Laminate Classic,South,17,30005,5069
2025-07-28,Plywood Premium,West,30,96402,25925
2025-10-07,Plywood Premium,West,39,81758,26249
2025-12-28,Laminate Classic,East,22,42369,8290
2025-01-15,Veneer Sheet,West,17,29414,9287
2026-06-23,MDF Board,South,36,45264,15699
2025-02-05,MDF Board,South,26,56201,14139
2026-12-08,MDF Board,East,37,47895,13068
2026-01-11,MDF Board,South,48,56859,15783
2026-06-07,MDF Board,East,30,59662,13215
2025-01-09,Veneer Sheet,West,27,30108,10016
2025-06-04,Laminate Classic,South,16,31503,7454
2026-01-04,Veneer Sheet,North,25,42730,10125
2026-04-26,Laminate Classic,South,17,30994,5409
2025-09-11,Plywood Premium,North,18,63952,10561
2026-03-13,Laminate Classic,East,18,35794,7810
2025-08-04,MDF Board,South,32,63914,12298
2025-08-04,MDF Board,East,39,40693,10370
2025-09-21,Plywood Premium,North,26,51246,16451
2026-12-05,MDF Board,East,37,52864,10559
2026-03-30,MDF Board,East,32,41373,11431
2026-04-23,Laminate Classic,South,18,27175,5874
2026-11-30,Veneer Sheet,West,23,48323,10398
2026-09-19,Plywood Premium,North,22,51918,15627
2026-09-11,Plywood Premium,West,52,91856,25935
2026-05-26,Laminate Classic,East,24,35537,6706
2025-10-08,Plywood Premium,North,40,52924,11877
2026-04-23,Veneer Sheet,North,24,47495,9949
2025-09-09,MDF Board,East,44,56520,9653
2026-02-23,Veneer Sheet,West,34,45683,9738
2026-07-04,Veneer Sheet,North,24,52234,10809
2026-09-01,MDF Board,East,44,60153,10396
2025-10-04,Veneer Sheet,North,37,48059,11523
2025-10-19,Laminate Classic,East,31,31679,6892
2025-08-14,Plywood Premium,North,28,68245,17234
2026-06-12,MDF Board,East,41,42102,9980
2025-04-26,Laminate Classic,South,17,32689,7132
2025-03-20,Plywood Premium,North,40,71413,14110
2025-09-22,Laminate Classic,South,24,32883,5327
2025-11-24,Plywood Premium,West,37,117707,26660
2026-10-23,Laminate Classic,South,22,25296,6412
2025-12-15,Veneer Sheet,North,16,26646,5793
2026-09-22,Laminate Classic,East,20,37849,5159
2025-10-31,Laminate Classic,East,19,31746,7432
2025-12-22,MDF Board,South,30,54857,13298
2025-09-29,MDF Board,East,26,43736,11184
2025-05-28,Plywood Premium,North,30,56302,11783
2026-07-28,MDF Board,South,33,58137,13778
2026-09-07,MDF Board,East,36,53783,12167
2026-01-18,Plywood Premium,North,22,62258,12960
2025-11-14,Laminate Classic,South,16,36447,7968
2025-04-29,Plywood Premium,North,26,50845,13272
2026-11-02,Laminate Classic,South,29,34474,6370
2025-07-13,Laminate Classic,East,19,32651,8335
2026-11-18,Plywood Premium,North,35,48453,16303
2025-03-29,Plywood Premium,North,20,69950,14834
2026-10-08,MDF Board,East,41,47552,12575
2026-08-09,MDF Board,East,39,52093,11700
2026-06-11,MDF Board,South,40,53584,10046
2025-12-09,Laminate Classic,East,15,29042,6354
2025-11-27,Plywood Premium,North,23,64509,13235
2026-04-29,Plywood Premium,West,35,80748,16601
2025-11-30,MDF Board,East,40,59958,9977
2025-10-26,Plywood Premium,North,22,46283,17055
2026-06-24,Veneer Sheet,West,34,41159,6795
2026-01-26,MDF Board,South,25,62371,12544
2026-09-07,Plywood Premium,North,24,40195,13995
2026-12-16,Laminate Classic,East,24,35203,8709
2025-08-08,Plywood Premium,West,41,99262,17007
2025-04-22,Plywood Premium,West,43,73773,21779
2026-04-02,Laminate Classic,South,20,23863,7516
2025-05-06,Plywood Premium,West,34,111813,27885
2026-08-18,Veneer Sheet,West,33,40436,7037
2026-07-04,MDF Board,East,35,58179,8783
2025-07-13,Laminate Classic,South,18,28210,7953
2026-10-05,Laminate Classic,South,22,35472,5431
2025-08-29,Plywood Premium,North,38,67076,15128
2026-04-09,Plywood Premium,West,57,91959,20091
2026-03-30,MDF Board,East,32,56838,15240
2025-11-08,Plywood Premium,West,28,96806,25558
2026-07-09,Laminate Classic,East,20,32476,5151
2026-12-24,MDF Board,South,39,71449,15437
2026-02-16,Plywood Premium,North,22,61246,11753
2025-11-19,Plywood Premium,West,50,68504,25945
2025-12-29,Veneer Sheet,North,21,35004,7083
2026-01-26,Plywood Premium,North,30,60771,11943
2026-02-28,Laminate Classic,South,15,34739,5760
2025-08-21,MDF Board,South,52,70244,9483
2026-11-03,Plywood Premium,North,20,40142,9373
2026-01-27,Laminate Classic,South,27,27387,7009
2026-12-13,Laminate Classic,South,19,26913,6240
2026-09-18,Laminate Classic,South,20,33962,6256
2026-06-11,Plywood Premium,West,42,75502,23590
2025-04-16,Laminate Classic,South,18,31928,7936
2025-12-11,Veneer Sheet,North,24,29128,9179
2025-08-03,Laminate Classic,South,27,36119,7650
2025-02-22,MDF Board,South,45,46940,10689
2026-12-30,Laminate Classic,South,18,21813,7466
2026-10-25,Plywood Premium,West,47,85643,26529
2025-03-31,Veneer Sheet,West,33,45515,7922
2026-08-30,MDF Board,South,26,51632,12660
2026-07-17,Veneer Sheet,West,29,35697,8809
2026-07-22,MDF Board,South,32,71347,15783
2025-12-16,Plywood Premium,West,55,76186,27998
2025-11-12,Laminate Classic,South,26,34725,7568
2025-03-26,Veneer Sheet,North,33,53249,10345
2025-11-16,MDF Board,East,46,55587,12721
2026-10-25,Laminate Classic,South,24,40729,5300
2027-01-18,Plywood Premium,West,39,114970,23400
2025-09-06,Plywood Premium,North,26,52226,11173
2025-07-31,Plywood Premium,West,45,70206,21920
2025-08-31,MDF Board,South,44,52958,15058
2026-03-12,MDF Board,South,26,67068,10978
2026-11-26,Plywood Premium,West,39,93086,22611
2026-08-30,MDF Board,East,25,53150,13441
2026-03-16,Laminate Classic,East,20,30439,6164
2025-12-16,MDF Board,East,38,58790,12971
2025-05-03,Veneer Sheet,North,26,47912,8637
2025-05-11,Veneer Sheet,West,23,33698,6424
2025-09-05,Laminate Classic,South,26,27296,5128
2026-01-26,Plywood Premium,North,33,63204,18183
2025-08-13,Veneer Sheet,North,26,44441,10528
2026-07-23,Laminate Classic,South,14,34994,6860
2026-02-22,Veneer Sheet,North,33,49412,10859
2025-07-29,MDF Board,South,29,59191,10730
2026-01-07,MDF Board,South,44,72862,10450
2026-03-20,MDF Board,East,31,66034,9460
2026-12-24,Veneer Sheet,North,34,41161,9071
2025-04-12,Laminate Classic,South,20,33061,5088
2025-12-14,MDF Board,South,43,55612,8964
2026-12-02,Laminate Classic,South,14,24018,7278
2026-01-18,MDF Board,South,32,64218,9387
2026-11-16,Plywood Premium,North,24,65405,16632
2025-12-13,Veneer Sheet,North,19,48540,9769
2026-01-06,Laminate Classic,East,22,39588,6537
2025-02-01,Veneer Sheet,North,32,39345,9054
2025-02-23,Veneer Sheet,North,30,47942,10192
2026-07-03,MDF Board,East,36,57086,9442
2026-02-11,Veneer Sheet,North,34,45904,11351
2026-01-25,Laminate Classic,East,24,28548,9313
2026-06-20,Veneer Sheet,West,19,32283,9075
2025-12-05,Veneer Sheet,West,17,38550,7862
2025-07-18,Veneer Sheet,North,34,50930,10595
2025-07-20,Plywood Premium,West,38,83861,19690
2026-02-14,Plywood Premium,North,44,74139,19183
2025-06-17,Laminate Classic,South,18,28867,4930
2026-06-27,Veneer Sheet,West,31,39749,9191
2025-03-01,Plywood Premium,West,43,99643,24779
2025-02-14,Plywood Premium,West,39,85213,22186
2025-06-10,Plywood Premium,West,56,78840,19226
2026-07-03,Laminate Classic,East,28,39781,9661
2025-09-10,Plywood Premium,North,36,60940,17205
2025-10-19,Plywood Premium,West,65,86482,22461
2025-04-04,Laminate Classic,East,23,36288,5581
2025-03-31,MDF Board,East,31,55151,10271
2025-10-30,MDF Board,East,27,55726,12982
2026-02-15,MDF Board,South,43,52606,12727
2026-09-07,Plywood Premium,North,39,54471,13454
2026-05-04,Plywood Premium,North,28,78570,16497
2025-11-20,Plywood Premium,West,31,69767,27618
2026-11-23,Laminate Classic,South,26,37863,6845
2025-11-18,MDF Board,South,36,64348,15052
2026-06-03,Veneer Sheet,North,28,40878,11264
2025-02-14,Veneer Sheet,West,23,31932,6503
2026-03-22,Laminate Classic,East,15,29054,7812
2025-04-25,Laminate Classic,East,26,26506,5744
2026-07-16,MDF Board,East,30,55973,9015
2026-08-19,Veneer Sheet,West,32,41584,9848
2026-01-29,MDF Board,South,44,50716,15840
2025-10-03,Plywood Premium,West,57,82483,21609
2027-01-06,Veneer Sheet,North,25,36741,10113
2025-03-31,Plywood Premium,North,37,49371,12633
2025-02-14,MDF Board,East,25,53938,10242
2026-08-12,Laminate Classic,East,17,27840,7801
2026-01-25,Veneer Sheet,North,38,49948,7054
2025-12-23,Plywood Premium,West,54,92947,17923
2025-09-08,Plywood Premium,West,30,88509,25003
2026-12-16,Laminate Classic,South,18,30354,5990
2026-01-13,Plywood Premium,North,35,73118,19924
2026-07-27,Laminate Classic,South,20,31511,7923
2025-08-27,Veneer Sheet,North,15,26892,7616
2026-07-24,Plywood Premium,North,24,53631,12718
2026-11-24,Plywood Premium,North,26,45344,11022
2026-10-09,Veneer Sheet,West,33,46838,10082
2025-05-28,Plywood Premium,West,47,90793,23008
2025-12-27,Laminate Classic,South,17,31458,5575
2025-08-16,Veneer Sheet,North,27,35404,7886
2025-05-15,Plywood Premium,North,23,48979,14167
2025-01-29,MDF Board,East,30,53356,11853
2026-03-27,Laminate Classic,South,16,37866,7848
2026-01-31,Veneer Sheet,North,32,50570,7319
2025-01-24,Plywood Premium,West,39,91654,23340
2026-09-13,MDF Board,East,43,57270,15366
2026-09-26,Laminate Classic,East,22,31369,5633
2026-10-24,Laminate Classic,East,20,32698,6824
2025-05-02,Laminate Classic,South,16,36166,5316
2025-08-26,Plywood Premium,North,36,79878,12229
2026-10-02,MDF Board,East,44,59710,9319
2026-12-05,Plywood Premium,West,28,68046,24507
2026-08-01,MDF Board,South,37,58627,9890
2026-11-10,MDF Board,South,34,69955,16193
2026-12-12,Laminate Classic,East,17,37692,7550
2025-06-25,Laminate Classic,South,29,26429,7651
2025-03-19,Plywood Premium,West,36,96101,27842
2026-08-23,Veneer Sheet,North,30,38636,11566
2025-07-01,Plywood Premium,West,41,75140,26318
2025-06-28,Veneer Sheet,North,20,42862,7788
2026-06-17,MDF Board,South,49,59039,11216
2025-07-23,Laminate Classic,East,23,31021,5723
2026-08-17,Laminate Classic,East,30,34981,6933
2025-12-17,Plywood Premium,North,35,54323,11573
2025-02-02,MDF Board,East,35,52036,12792
2026-11-04,Plywood Premium,North,19,63959,12132
2025-07-31,Plywood Premium,North,29,53663,10478
2025-11-27,Plywood Premium,West,51,86119,20863
2025-10-01,Laminate Classic,South,14,26184,5619
2025-12-07,Plywood Premium,North,40,72318,15909
2026-03-10,MDF Board,South,53,56289,9770
2026-08-17,Laminate Classic,South,26,37309,4918
2026-06-15,Veneer Sheet,North,20,27043,8811
2026-02-04,Plywood Premium,West,56,100414,23083
2025-07-06,Plywood Premium,North,30,71894,18194
2025-07-29,Laminate Classic,South,25,29922,6092
2026-09-29,MDF Board,East,25,53715,14252
2025-06-03,Laminate Classic,East,22,41901,7050
2026-07-31,Plywood Premium,West,45,95375,25407
2026-11-11,Plywood Premium,North,33,77359,16053
2025-12-25,Laminate Classic,South,19,33326,5128
2026-01-23,Plywood Premium,North,37,64552,16581
2025-05-06,Veneer Sheet,West,22,33354,10605
2026-09-29,Laminate Classic,South,20,24155,6672
2025-08-23,Laminate Classic,East,16,28678,6606
2025-04-06,MDF Board,South,27,61055,12010
2026-01-01,Laminate Classic,East,20,38648,5069
2025-05-30,Veneer Sheet,North,25,28650,7725
